2018-01-08 14:55:04.732 , 567.955 , 481.12 , 1180.48 , 511.91 , 481.289 , 1063.39
2018-01-08 14:55:05.734 , 316.091 , 477.582 , 661.856 , 508.68 , 480.654 , 1057.55
2018-01-08 14:55:06.756 , 463.965 , 484.063 , 958.48 , 505.134 , 481.655 , 1048.14
2018-01-08 14:55:07.985 , 434.331 , 480.265 , 904.358 , 467.751 , 481.456 , 970.839
2018-01-08 14:55:09.213 , 625.092 , 481.383 , 1298.53 , 481.487 , 480.882 , 1000.74
* Anomaly - time gap detected
2018-01-08 14:55:11.697 , 584.308 , 483.014 , 1209.71 , 484.757 , 481.261 , 1006.59
2018-01-08 14:55:10.458 ,  446.91 , 475.442 , 939.989 , 510.921 , 480.833 , 1062.21
* Anomaly - time gap detected
2018-01-08 14:55:12.720 , 585.495 , 479.009 , 1222.3 , 535.227 , 479.822 , 1114.98
2018-01-08 14:55:13.757 , 383.592 , 481.167 , 797.211 , 525.079 , 480.003 , 1093.55
2018-01-08 14:55:14.917 , 613.017 , 477.364 , 1284.17 , 522.664 , 479.199 , 1090.68
2018-01-08 14:55:15.981 , 381.173 , 479.294 , 795.28 , 482.037 , 478.455 , 1007.79
2018-01-08 14:55:17.141 , 480.221 , 478.254 , 1004.11 , 488.699 , 479.017 , 1020.62
2018-01-08 14:55:18.150 , 397.761 , 484.57 , 820.852 , 451.153 , 480.13 , 940.325
2018-01-08 14:55:19.345 , 318.894 , 483.65 , 659.348 , 438.213 , 480.626 , 912.753
2018-01-08 14:55:20.369 , 617.379 , 479.643 , 1287.16 , 439.085 , 481.082 , 913.351
2018-01-08 14:55:21.475 , 416.542 , 481.888 , 864.396 , 446.159 , 481.601 , 927.175
2018-01-08 14:55:22.604 , 409.085 , 484.945 , 843.57 , 431.932 , 482.939 , 895.066
* Anomaly - time gap detected
2018-01-08 14:55:27.117 , 583.437 , 477.403 , 1222.11 , 469.067 , 481.506 , 975.317
2018-01-08 14:55:28.325 , 453.647 , 478.519 , 948.021 , 496.018 , 480.479 , 1033.05
2018-01-08 14:55:29.476 , 414.267 , 484.288 , 855.416 , 455.395 , 481.408 , 946.702
2018-01-08 14:55:30.511 , 373.243 , 482.752 , 773.156 , 446.736 , 481.581 , 928.454
2018-01-08 14:55:31.757 , 494.875 , 475.596 , 1040.54 , 463.894 , 479.711 , 967.847
2018-01-08 14:55:32.800 , 622.449 , 480.006 , 1296.75 , 471.696 , 480.232 , 982.776
2018-01-08 14:55:33.845 , 619.713 , 482.526 , 1284.31 , 504.909 , 481.033 , 1050.03
2018-01-08 14:55:35.085 , 332.497 , 484.323 , 686.519 , 488.555 , 481.04 , 1016.25
2018-01-08 14:55:36.189 , 555.524 , 475.193 , 1169.05 , 525.011 , 479.529 , 1095.43
2018-01-08 14:55:37.346 , 517.821 , 480.411 , 1077.87 , 529.601 , 480.492 , 1102.9
2018-01-08 14:55:38.504 , 515.263 , 478.257 , 1077.38 , 508.163 , 480.142 , 1059.03
2018-01-08 14:55:39.573 , 331.077 , 480.514 , 689.006 , 450.436 , 479.739 , 939.965
2018-01-08 14:55:40.670 , 601.096 , 477.346 , 1259.24 , 504.156 , 478.344 , 1054.51
2018-01-08 14:55:41.870 , 560.705 , 478.654 , 1171.42 , 505.192 , 479.036 , 1054.98
2018-01-08 14:55:42.909 , 567.178 , 481.91 , 1176.94 , 515.064 , 479.336 , 1074.8
2018-01-08 14:55:43.952 , 422.937 , 483.254 , 875.186 , 496.598 , 480.335 , 1034.36
2018-01-08 14:55:45.036 , 617.973 , 480.779 , 1285.36 , 553.978 , 480.388 , 1153.63
2018-01-08 14:55:46.152 , 462.643 , 479.531 , 964.781 , 526.287 , 480.825 , 1094.74
2018-01-08 14:55:47.314 , 362.973 , 483.791 , 750.268 , 486.741 , 481.853 , 1010.51
2018-01-08 14:55:48.546 , 579.314 , 477.157 , 1214.09 , 489.168 , 480.902 , 1017.94
2018-01-08 14:55:49.720 ,  339.65 , 475.969 , 713.597 , 472.51 , 479.445 , 985.62
2018-01-08 14:55:50.778 ,  498.32 , 478.533 , 1041.35 , 448.58 , 478.996 , 936.818
2018-01-08 14:55:51.854 , 392.468 , 483.176 , 812.267 , 434.545 , 479.725 , 906.315
2018-01-08 14:55:53.066 , 409.044 , 480.83 , 850.704 , 443.759 , 479.133 , 926.402
2018-01-08 14:55:54.257 , 409.373 , 478.85 , 854.908 , 409.771 , 479.471 , 854.565
2018-01-08 14:55:55.411 , 502.022 , 482.872 , 1039.66 , 442.245 , 480.852 , 919.777
2018-01-08 14:55:56.640 , 527.413 , 475.32 , 1109.59 , 448.064 , 480.209 , 933.427
2018-01-08 14:55:57.878 , 387.345 , 477.434 , 811.305 , 447.039 , 479.061 , 933.234
2018-01-08 14:55:58.891 , 418.347 , 478.308 , 874.64 , 448.9 , 478.557 , 938.021
2018-01-08 14:55:59.899 , 544.573 , 482.287 , 1129.15 , 475.94 , 479.244 , 992.869
2018-01-08 14:56:01.128 , 347.642 , 476.741 , 729.206 , 445.064 , 478.018 , 930.778
2018-01-08 14:56:02.373 , 607.003 , 482.96 , 1256.84 , 460.982 , 479.546 , 960.227
2018-01-08 14:56:03.397 , 414.708 , 480.64 , 862.824 , 466.454 , 480.187 , 970.531
2018-01-08 14:56:04.468 ,  493.51 , 479.446 , 1029.33 , 481.487 , 480.415 , 1001.47
2018-01-08 14:56:05.707 , 410.941 , 476.428 , 862.546 , 454.761 , 479.243 , 948.149
2018-01-08 14:56:06.731 , 619.962 , 484.047 , 1280.79 , 509.225 , 480.704 , 1058.47
2018-01-08 14:56:07.816 , 530.732 , 480.754 , 1103.96 , 493.971 , 480.263 , 1027.89
2018-01-08 14:56:09.056 , 547.431 , 477.354 , 1146.8 , 520.515 , 479.606 , 1084.69
2018-01-08 14:56:10.257 , 477.918 , 479.067 , 997.6 , 517.397 , 479.53 , 1078.34
* Anomaly - out of range voltage detected
2018-01-08 14:56:11.476 , 373.287 , 0 , 0 , 509.866 , 384.244 , 905.83
2018-01-08 14:56:12.671 , 475.133 , 483.478 , 982.74 , 480.9 , 384.13 , 846.22
2018-01-08 14:56:13.752 , 454.724 , 479.544 , 948.242 , 465.699 , 383.888 , 815.077
2018-01-08 14:56:14.830 , 620.256 , 482.16 , 1286.41 , 480.264 , 384.85 , 842.999
2018-01-08 14:56:15.871 , 482.172 , 478.635 , 1007.39 , 481.114 , 384.763 , 844.957
2018-01-08 14:56:17.010 , 485.112 , 482.468 , 1005.48 , 503.479 , 481.257 , 1046.05
2018-01-08 14:56:18.176 , 540.185 , 476.423 , 1133.83 , 516.49 , 479.846 , 1076.27
2018-01-08 14:56:19.270 , 538.766 , 478.887 , 1125.04 , 533.298 , 479.714 , 1111.63
2018-01-08 14:56:20.466 , 604.902 , 483.689 , 1250.6 , 530.227 , 480.02 , 1104.47
2018-01-08 14:56:21.542 , 418.484 , 475.748 , 879.633 , 517.49 , 479.443 , 1078.92
2018-01-08 14:56:22.682 , 575.646 , 479.348 , 1200.89 , 535.597 , 478.819 , 1118
* Anomaly - negative power detected
* Anomaly -  negative current detected
2018-01-08 14:56:23.889 , -358.515 , 476.819 , -751.89 , 355.857 , 478.898 , 740.855
2018-01-08 14:56:25.101 , 381.407 , 479.142 , 796.02 , 324.385 , 478.949 , 675.052
2018-01-08 14:56:26.269 , 453.349 , 483.151 , 938.317 , 294.074 , 478.841 , 612.594
2018-01-08 14:56:27.406 ,  472.16 , 475.881 , 992.181 , 304.809 , 478.868 , 635.104
2018-01-08 14:56:28.484 , 576.547 , 484.753 , 1189.36 , 304.99 , 479.949 , 632.798
2018-01-08 14:56:29.670 , 408.551 , 476.863 , 856.746 , 458.403 , 479.958 , 954.525
2018-01-08 14:56:30.811 , 356.783 , 484.377 , 736.581 , 453.478 , 481.005 , 942.637
2018-01-08 14:56:32.024 , 449.958 , 477.446 , 942.428 , 452.8 , 479.864 , 943.46
2018-01-08 14:56:33.072 , 506.888 , 481.15 , 1053.49 , 459.745 , 480.918 , 955.722
2018-01-08 14:56:34.119 , 436.581 , 483.067 , 903.769 , 431.752 , 480.581 , 898.603
